楼栋,单元,楼层,房号,房屋编码(25位),楼栋编码(19位),详细地址
1栋,3单元,7楼,0702,44031101307020013072001,4403110130702001307,深圳市龙华区滢水山庄一区1栋3单元7楼0702室
1栋,3单元,8楼,0801,44031101308010013081001,4403110130801001308,深圳市龙华区滢水山庄一区1栋3单元8楼0801室
1栋,3单元,8楼,0802,44031101308020013082001,4403110130802001308,深圳市龙华区滢水山庄一区1栋3单元8楼0802室
2栋,1单元,1楼,0101,44031102101010021011001,4403110210101002101,深圳市龙华区滢水山庄一区2栋1单元1楼0101室
2栋,1单元,1楼,0102,44031102101020021012001,4403110210102002101,深圳市龙华区滢水山庄一区2栋1单元1楼0102室
2栋,1单元,2楼,0201,44031102102010021021001,4403110210201002102,深圳市龙华区滢水山庄一区2栋1单元2楼0201室
2栋,1单元,2楼,0202,44031102102020021022001,4403110210202002102,深圳市龙华区滢水山庄一区2栋1单元2楼0202室
2栋,1单元,3楼,0301,44031102103010021031001,4403110210301002103,深圳市龙华区滢水山庄一区2栋1单元3楼0301室
2栋,1单元,3楼,0302,44031102103020021032001,4403110210302002103,深圳市龙华区滢水山庄一区2栋1单元3楼0302室
2栋,1单元,4楼,0401,44031102104010021041001,4403110210401002104,深圳市龙华区滢水山庄一区2栋1单元4楼0401室
2栋,1单元,4楼,0402,44031102104020021042001,4403110210402002104,深圳市龙华区滢水山庄一区2栋1单元4楼0402室
2栋,1单元,5楼,0501,44031102105010021051001,4403110210501002105,深圳市龙华区滢水山庄一区2栋1单元5楼0501室
2栋,1单元,5楼,0502,44031102105020021052001,4403110210502002105,深圳市龙华区滢水山庄一区2栋1单元5楼0502室
2栋,1单元,6楼,0601,44031102106010021061001,4403110210601002106,深圳市龙华区滢水山庄一区2栋1单元6楼0601室
2栋,1单元,6楼,0602,44031102106020021062001,4403110210602002106,深圳市龙华区滢水山庄一区2栋1单元6楼0602室
2栋,1单元,7楼,0701,44031102107010021071001,4403110210701002107,深圳市龙华区滢水山庄一区2栋1单元7楼0701室
2栋,1单元,7楼,0702,44031102107020021072001,4403110210702002107,深圳市龙华区滢水山庄一区2栋1单元7楼0702室
2栋,1单元,8楼,0801,44031102108010021081001,4403110210801002108,深圳市龙华区滢水山庄一区2栋1单元8楼0801室
2栋,1单元,8楼,0802,44031102108020021082001,4403110210802002108,深圳市龙华区滢水山庄一区2栋1单元8楼0802室
2栋,2单元,1楼,0101,44031102201010022011001,4403110220101002201,深圳市龙华区滢水山庄一区2栋2单元1楼0101室
2栋,2单元,1楼,0102,44031102201020022012001,4403110220102002201,深圳市龙华区滢水山庄一区2栋2单元1楼0102室
2栋,2单元,2楼,0201,44031102202010022021001,4403110220201002202,深圳市龙华区滢水山庄一区2栋2单元2楼0201室
2栋,2单元,2楼,0202,44031102202020022022001,4403110220202002202,深圳市龙华区滢水山庄一区2栋2单元2楼0202室
2栋,2单元,3楼,0301,44031102203010022031001,4403110220301002203,深圳市龙华区滢水山庄一区2栋2单元3楼0301室
2栋,2单元,3楼,0302,44031102203020022032001,4403110220302002203,深圳市龙华区滢水山庄一区2栋2单元3楼0302室
2栋,2单元,4楼,0401,44031102204010022041001,4403110220401002204,深圳市龙华区滢水山庄一区2栋2单元4楼0401室
2栋,2单元,4楼,0402,44031102204020022042001,4403110220402002204,深圳市龙华区滢水山庄一区2栋2单元4楼0402室
2栋,2单元,5楼,0501,44031102205010022051001,4403110220501002205,深圳市龙华区滢水山庄一区2栋2单元5楼0501室
2栋,2单元,5楼,0502,44031102205020022052001,4403110220502002205,深圳市龙华区滢水山庄一区2栋2单元5楼0502室
2栋,2单元,6楼,0601,44031102206010022061001,4403110220601002206,深圳市龙华区滢水山庄一区2栋2单元6楼0601室
2栋,2单元,6楼,0602,44031102206020022062001,4403110220602002206,深圳市龙华区滢水山庄一区2栋2单元6楼0602室
2栋,2单元,7楼,0701,44031102207010022071001,4403110220701002207,深圳市龙华区滢水山庄一区2栋2单元7楼0701室
2栋,2单元,7楼,0702,44031102207020022072001,4403110220702002207,深圳市龙华区滢水山庄一区2栋2单元7楼0702室
2栋,2单元,8楼,0801,44031102208010022081001,4403110220801002208,深圳市龙华区滢水山庄一区2栋2单元8楼0801室
2栋,2单元,8楼,0802,44031102208020022082001,4403110220802002208,深圳市龙华区滢水山庄一区2栋2单元8楼0802室
2栋,3单元,1楼,0101,44031102301010023011001,4403110230101002301,深圳市龙华区滢水山庄一区2栋3单元1楼0101室
2栋,3单元,1楼,0102,44031102301020023012001,4403110230102002301,深圳市龙华区滢水山庄一区2栋3单元1楼0102室
2栋,3单元,2楼,0201,44031102302010023021001,4403110230201002302,深圳市龙华区滢水山庄一区2栋3单元2楼0201室
2栋,3单元,2楼,0202,44031102302020023022001,4403110230202002302,深圳市龙华区滢水山庄一区2栋3单元2楼0202室
2栋,3单元,3楼,0301,44031102303010023031001,4403110230301002303,深圳市龙华区滢水山庄一区2栋3单元3楼0301室
2栋,3单元,3楼,0302,44031102303020023032001,4403110230302002303,深圳市龙华区滢水山庄一区2栋3单元3楼0302室
2栋,3单元,4楼,0401,44031102304010023041001,4403110230401002304,深圳市龙华区滢水山庄一区2栋3单元4楼0401室
2栋,3单元,4楼,0402,44031102304020023042001,4403110230402002304,深圳市龙华区滢水山庄一区2栋3单元4楼0402室
2栋,3单元,5楼,0501,44031102305010023051001,4403110230501002305,深圳市龙华区滢水山庄一区2栋3单元5楼0501室
2栋,3单元,5楼,0502,44031102305020023052001,4403110230502002305,深圳市龙华区滢水山庄一区2栋3单元5楼0502室
2栋,3单元,6楼,0601,44031102306010023061001,4403110230601002306,深圳市龙华区滢水山庄一区2栋3单元6楼0601室
2栋,3单元,6楼,0602,44031102306020023062001,4403110230602002306,深圳市龙华区滢水山庄一区2栋3单元6楼0602室
2栋,3单元,7楼,0701,44031102307010023071001,4403110230701002307,深圳市龙华区滢水山庄一区2栋3单元7楼0701室
2栋,3单元,7楼,0702,44031102307020023072001,4403110230702002307,深圳市龙华区滢水山庄一区2栋3单元7楼0702室
2栋,3单元,8楼,0801,44031102308010023081001,4403110230801002308,深圳市龙华区滢水山庄一区2栋3单元8楼0801室
2栋,3单元,8楼,0802,44031102308020023082001,4403110230802002308,深圳市龙华区滢水山庄一区2栋3单元8楼0802室
3栋,1单元,1楼,0101,44031103101010031011001,4403110310101003101,深圳市龙华区滢水山庄一区3栋1单元1楼0101室
3栋,1单元,1楼,0102,44031103101020031012001,4403110310102003101,深圳市龙华区滢水山庄一区3栋1单元1楼0102室
3栋,1单元,2楼,0201,44031103102010031021001,4403110310201003102,深圳市龙华区滢水山庄一区3栋1单元2楼0201室
3栋,1单元,2楼,0202,44031103102020031022001,4403110310202003102,深圳市龙华区滢水山庄一区3栋1单元2楼0202室
3栋,1单元,3楼,0301,44031103103010031031001,4403110310301003103,深圳市龙华区滢水山庄一区3栋1单元3楼0301室
3栋,1单元,3楼,0302,44031103103020031032001,4403110310302003103,深圳市龙华区滢水山庄一区3栋1单元3楼0302室
3栋,1单元,4楼,0401,44031103104010031041001,4403110310401003104,深圳市龙华区滢水山庄一区3栋1单元4楼0401室
3栋,1单元,4楼,0402,44031103104020031042001,4403110310402003104,深圳市龙华区滢水山庄一区3栋1单元4楼0402室
3栋,1单元,5楼,0501,44031103105010031051001,4403110310501003105,深圳市龙华区滢水山庄一区3栋1单元5楼0501室
3栋,1单元,5楼,0502,44031103105020031052001,4403110310502003105,深圳市龙华区滢水山庄一区3栋1单元5楼0502室
3栋,1单元,6楼,0601,44031103106010031061001,4403110310601003106,深圳市龙华区滢水山庄一区3栋1单元6楼0601室
3栋,1单元,6楼,0602,44031103106020031062001,4403110310602003106,深圳市龙华区滢水山庄一区3栋1单元6楼0602室
3栋,1单元,7楼,0701,44031103107010031071001,4403110310701003107,深圳市龙华区滢水山庄一区3栋1单元7楼0701室
3栋,1单元,7楼,0702,44031103107020031072001,4403110310702003107,深圳市龙华区滢水山庄一区3栋1单元7楼0702室
3栋,1单元,8楼,0801,44031103108010031081001,4403110310801003108,深圳市龙华区滢水山庄一区3栋1单元8楼0801室
3栋,1单元,8楼,0802,44031103108020031082001,4403110310802003108,深圳市龙华区滢水山庄一区3栋1单元8楼0802室
3栋,2单元,1楼,0101,44031103201010032011001,4403110320101003201,深圳市龙华区滢水山庄一区3栋2单元1楼0101室
3栋,2单元,1楼,0102,44031103201020032012001,4403110320102003201,深圳市龙华区滢水山庄一区3栋2单元1楼0102室
3栋,2单元,2楼,0201,44031103202010032021001,4403110320201003202,深圳市龙华区滢水山庄一区3栋2单元2楼0201室
3栋,2单元,2楼,0202,44031103202020032022001,4403110320202003202,深圳市龙华区滢水山庄一区3栋2单元2楼0202室
3栋,2单元,3楼,0301,44031103203010032031001,4403110320301003203,深圳市龙华区滢水山庄一区3栋2单元3楼0301室
3栋,2单元,3楼,0302,44031103203020032032001,4403110320302003203,深圳市龙华区滢水山庄一区3栋2单元3楼0302室
3栋,2单元,4楼,0401,44031103204010032041001,4403110320401003204,深圳市龙华区滢水山庄一区3栋2单元4楼0401室
3栋,2单元,4楼,0402,44031103204020032042001,4403110320402003204,深圳市龙华区滢水山庄一区3栋2单元4楼0402室
3栋,2单元,5楼,0501,44031103205010032051001,4403110320501003205,深圳市龙华区滢水山庄一区3栋2单元5楼0501室
3栋,2单元,5楼,0502,44031103205020032052001,4403110320502003205,深圳市龙华区滢水山庄一区3栋2单元5楼0502室
3栋,2单元,6楼,0601,44031103206010032061001,4403110320601003206,深圳市龙华区滢水山庄一区3栋2单元6楼0601室
3栋,2单元,6楼,0602,44031103206020032062001,4403110320602003206,深圳市龙华区滢水山庄一区3栋2单元6楼0602室
3栋,2单元,7楼,0701,44031103207010032071001,4403110320701003207,深圳市龙华区滢水山庄一区3栋2单元7楼0701室
3栋,2单元,7楼,0702,44031103207020032072001,4403110320702003207,深圳市龙华区滢水山庄一区3栋2单元7楼0702室
3栋,2单元,8楼,0801,44031103208010032081001,4403110320801003208,深圳市龙华区滢水山庄一区3栋2单元8楼0801室
3栋,2单元,8楼,0802,44031103208020032082001,4403110320802003208,深圳市龙华区滢水山庄一区3栋2单元8楼0802室
3栋,3单元,1楼,0101,44031103301010033011001,4403110330101003301,深圳市龙华区滢水山庄一区3栋3单元1楼0101室
3栋,3单元,1楼,0102,44031103301020033012001,4403110330102003301,深圳市龙华区滢水山庄一区3栋3单元1楼0102室
3栋,3单元,2楼,0201,44031103302010033021001,4403110330201003302,深圳市龙华区滢水山庄一区3栋3单元2楼0201室
3栋,3单元,2楼,0202,44031103302020033022001,4403110330202003302,深圳市龙华区滢水山庄一区3栋3单元2楼0202室
3栋,3单元,3楼,0301,44031103303010033031001,4403110330301003303,深圳市龙华区滢水山庄一区3栋3单元3楼0301室
3栋,3单元,3楼,0302,44031103303020033032001,4403110330302003303,深圳市龙华区滢水山庄一区3栋3单元3楼0302室
3栋,3单元,4楼,0401,44031103304010033041001,4403110330401003304,深圳市龙华区滢水山庄一区3栋3单元4楼0401室
3栋,3单元,4楼,0402,44031103304020033042001,4403110330402003304,深圳市龙华区滢水山庄一区3栋3单元4楼0402室
3栋,3单元,5楼,0501,44031103305010033051001,4403110330501003305,深圳市龙华区滢水山庄一区3栋3单元5楼0501室
3栋,3单元,5楼,0502,44031103305020033052001,4403110330502003305,深圳市龙华区滢水山庄一区3栋3单元5楼0502室
3栋,3单元,6楼,0601,44031103306010033061001,4403110330601003306,深圳市龙华区滢水山庄一区3栋3单元6楼0601室
3栋,3单元,6楼,0602,44031103306020033062001,4403110330602003306,深圳市龙华区滢水山庄一区3栋3单元6楼0602室
3栋,3单元,7楼,0701,44031103307010033071001,4403110330701003307,深圳市龙华区滢水山庄一区3栋3单元7楼0701室
3栋,3单元,7楼,0702,44031103307020033072001,4403110330702003307,深圳市龙华区滢水山庄一区3栋3单元7楼0702室
3栋,3单元,8楼,0801,44031103308010033081001,4403110330801003308,深圳市龙华区滢水山庄一区3栋3单元8楼0801室
3栋,3单元,8楼,0802,44031103308020033082001,4403110330802003308,深圳市龙华区滢水山庄一区3栋3单元8楼0802室
4栋,1单元,1楼,0101,44031104101010041011001,4403110410101004101,深圳市龙华区滢水山庄一区4栋1单元1楼0101室
4栋,1单元,1楼,0102,44031104101020041012001,4403110410102004101,深圳市龙华区滢水山庄一区4栋1单元1楼0102室
4栋,1单元,2楼,0201,44031104102010041021001,4403110410201004102,深圳市龙华区滢水山庄一区4栋1单元2楼0201室
4栋,1单元,2楼,0202,44031104102020041022001,4403110410202004102,深圳市龙华区滢水山庄一区4栋1单元2楼0202室
4栋,1单元,3楼,0301,44031104103010041031001,4403110410301004103,深圳市龙华区滢水山庄一区4栋1单元3楼0301室
4栋,1单元,3楼,0302,44031104103020041032001,4403110410302004103,深圳市龙华区滢水山庄一区4栋1单元3楼0302室
4栋,1单元,4楼,0401,44031104104010041041001,4403110410401004104,深圳市龙华区滢水山庄一区4栋1单元4楼0401室
4栋,1单元,4楼,0402,44031104104020041042001,4403110410402004104,深圳市龙华区滢水山庄一区4栋1单元4楼0402室
4栋,1单元,5楼,0501,44031104105010041051001,4403110410501004105,深圳市龙华区滢水山庄一区4栋1单元5楼0501室
4栋,1单元,5楼,0502,44031104105020041052001,4403110410502004105,深圳市龙华区滢水山庄一区4栋1单元5楼0502室
4栋,1单元,6楼,0601,44031104106010041061001,4403110410601004106,深圳市龙华区滢水山庄一区4栋1单元6楼0601室
4栋,1单元,6楼,0602,44031104106020041062001,4403110410602004106,深圳市龙华区滢水山庄一区4栋1单元6楼0602室
4栋,1单元,7楼,0701,44031104107010041071001,4403110410701004107,深圳市龙华区滢水山庄一区4栋1单元7楼0701室
4栋,1单元,7楼,0702,44031104107020041072001,4403110410702004107,深圳市龙华区滢水山庄一区4栋1单元7楼0702室
4栋,1单元,8楼,0801,44031104108010041081001,4403110410801004108,深圳市龙华区滢水山庄一区4栋1单元8楼0801室
4栋,1单元,8楼,0802,44031104108020041082001,4403110410802004108,深圳市龙华区滢水山庄一区4栋1单元8楼0802室
4栋,2单元,1楼,0101,44031104201010042011001,4403110420101004201,深圳市龙华区滢水山庄一区4栋2单元1楼0101室
4栋,2单元,1楼,0102,44031104201020042012001,4403110420102004201,深圳市龙华区滢水山庄一区4栋2单元1楼0102室
4栋,2单元,2楼,0201,44031104202010042021001,4403110420201004202,深圳市龙华区滢水山庄一区4栋2单元2楼0201室
4栋,2单元,2楼,0202,44031104202020042022001,4403110420202004202,深圳市龙华区滢水山庄一区4栋2单元2楼0202室
4栋,2单元,3楼,0301,44031104203010042031001,4403110420301004203,深圳市龙华区滢水山庄一区4栋2单元3楼0301室
4栋,2单元,3楼,0302,44031104203020042032001,4403110420302004203,深圳市龙华区滢水山庄一区4栋2单元3楼0302室
4栋,2单元,4楼,0401,44031104204010042041001,4403110420401004204,深圳市龙华区滢水山庄一区4栋2单元4楼0401室
4栋,2单元,4楼,0402,44031104204020042042001,4403110420402004204,深圳市龙华区滢水山庄一区4栋2单元4楼0402室
4栋,2单元,5楼,0501,44031104205010042051001,4403110420501004205,深圳市龙华区滢水山庄一区4栋2单元5楼0501室
4栋,2单元,5楼,0502,44031104205020042052001,4403110420502004205,深圳市龙华区滢水山庄一区4栋2单元5楼0502室
4栋,2单元,6楼,0601,44031104206010042061001,4403110420601004206,深圳市龙华区滢水山庄一区4栋2单元6楼0601室
4栋,2单元,6楼,0602,44031104206020042062001,4403110420602004206,深圳市龙华区滢水山庄一区4栋2单元6楼0602室
4栋,2单元,7楼,0701,44031104207010042071001,4403110420701004207,深圳市龙华区滢水山庄一区4栋2单元7楼0701室
4栋,2单元,7楼,0702,44031104207020042072001,4403110420702004207,深圳市龙华区滢水山庄一区4栋2单元7楼0702室
4栋,2单元,8楼,0801,44031104208010042081001,4403110420801004208,深圳市龙华区滢水山庄一区4栋2单元8楼0801室
4栋,2单元,8楼,0802,44031104208020042082001,4403110420802004208,深圳市龙华区滢水山庄一区4栋2单元8楼0802室
4栋,3单元,1楼,0101,44031104301010043011001,4403110430101004301,深圳市龙华区滢水山庄一区4栋3单元1楼0101室
4栋,3单元,1楼,0102,44031104301020043012001,4403110430102004301,深圳市龙华区滢水山庄一区4栋3单元1楼0102室
4栋,3单元,2楼,0201,44031104302010043021001,4403110430201004302,深圳市龙华区滢水山庄一区4栋3单元2楼0201室
4栋,3单元,2楼,0202,44031104302020043022001,4403110430202004302,深圳市龙华区滢水山庄一区4栋3单元2楼0202室
4栋,3单元,3楼,0301,44031104303010043031001,4403110430301004303,深圳市龙华区滢水山庄一区4栋3单元3楼0301室
4栋,3单元,3楼,0302,44031104303020043032001,4403110430302004303,深圳市龙华区滢水山庄一区4栋3单元3楼0302室
4栋,3单元,4楼,0401,44031104304010043041001,4403110430401004304,深圳市龙华区滢水山庄一区4栋3单元4楼0401室
4栋,3单元,4楼,0402,44031104304020043042001,4403110430402004304,深圳市龙华区滢水山庄一区4栋3单元4楼0402室
4栋,3单元,5楼,0501,44031104305010043051001,4403110430501004305,深圳市龙华区滢水山庄一区4栋3单元5楼0501室
4栋,3单元,5楼,0502,44031104305020043052001,4403110430502004305,深圳市龙华区滢水山庄一区4栋3单元5楼0502室
4栋,3单元,6楼,0601,44031104306010043061001,4403110430601004306,深圳市龙华区滢水山庄一区4栋3单元6楼0601室
4栋,3单元,6楼,0602,44031104306020043062001,4403110430602004306,深圳市龙华区滢水山庄一区4栋3单元6楼0602室
4栋,3单元,7楼,0701,44031104307010043071001,4403110430701004307,深圳市龙华区滢水山庄一区4栋3单元7楼0701室
4栋,3单元,7楼,0702,44031104307020043072001,4403110430702004307,深圳市龙华区滢水山庄一区4栋3单元7楼0702室
4栋,3单元,8楼,0801,44031104308010043081001,4403110430801004308,深圳市龙华区滢水山庄一区4栋3单元8楼0801室
4栋,3单元,8楼,0802,44031104308020043082001,4403110430802004308,深圳市龙华区滢水山庄一区4栋3单元8楼0802室
5栋,1单元,1楼,0101,44031105101010051011001,4403110510101005101,深圳市龙华区滢水山庄一区5栋1单元1楼0101室
5栋,1单元,1楼,0102,44031105101020051012001,4403110510102005101,深圳市龙华区滢水山庄一区5栋1单元1楼0102室
5栋,1单元,2楼,0201,44031105102010051021001,4403110510201005102,深圳市龙华区滢水山庄一区5栋1单元2楼0201室
5栋,1单元,2楼,0202,44031105102020051022001,4403110510202005102,深圳市龙华区滢水山庄一区5栋1单元2楼0202室
5栋,1单元,3楼,0301,44031105103010051031001,4403110510301005103,深圳市龙华区滢水山庄一区5栋1单元3楼0301室
5栋,1单元,3楼,0302,44031105103020051032001,4403110510302005103,深圳市龙华区滢水山庄一区5栋1单元3楼0302室
5栋,1单元,4楼,0401,44031105104010051041001,4403110510401005104,深圳市龙华区滢水山庄一区5栋1单元4楼0401室
5栋,1单元,4楼,0402,44031105104020051042001,4403110510402005104,深圳市龙华区滢水山庄一区5栋1单元4楼0402室
5栋,1单元,5楼,0501,44031105105010051051001,4403110510501005105,深圳市龙华区滢水山庄一区5栋1单元5楼0501室
5栋,1单元,5楼,0502,44031105105020051052001,4403110510502005105,深圳市龙华区滢水山庄一区5栋1单元5楼0502室
5栋,1单元,6楼,0601,44031105106010051061001,4403110510601005106,深圳市龙华区滢水山庄一区5栋1单元6楼0601室
5栋,1单元,6楼,0602,44031105106020051062001,4403110510602005106,深圳市龙华区滢水山庄一区5栋1单元6楼0602室
5栋,1单元,7楼,0701,44031105107010051071001,4403110510701005107,深圳市龙华区滢水山庄一区5栋1单元7楼0701室
5栋,1单元,7楼,0702,44031105107020051072001,4403110510702005107,深圳市龙华区滢水山庄一区5栋1单元7楼0702室
5栋,1单元,8楼,0801,44031105108010051081001,4403110510801005108,深圳市龙华区滢水山庄一区5栋1单元8楼0801室
5栋,1单元,8楼,0802,44031105108020051082001,4403110510802005108,深圳市龙华区滢水山庄一区5栋1单元8楼0802室
5栋,2单元,1楼,0101,44031105201010052011001,4403110520101005201,深圳市龙华区滢水山庄一区5栋2单元1楼0101室
5栋,2单元,1楼,0102,44031105201020052012001,4403110520102005201,深圳市龙华区滢水山庄一区5栋2单元1楼0102室
5栋,2单元,2楼,0201,44031105202010052021001,4403110520201005202,深圳市龙华区滢水山庄一区5栋2单元2楼0201室
5栋,2单元,2楼,0202,44031105202020052022001,4403110520202005202,深圳市龙华区滢水山庄一区5栋2单元2楼0202室
5栋,2单元,3楼,0301,44031105203010052031001,4403110520301005203,深圳市龙华区滢水山庄一区5栋2单元3楼0301室
5栋,2单元,3楼,0302,44031105203020052032001,4403110520302005203,深圳市龙华区滢水山庄一区5栋2单元3楼0302室
5栋,2单元,4楼,0401,44031105204010052041001,4403110520401005204,深圳市龙华区滢水山庄一区5栋2单元4楼0401室
5栋,2单元,4楼,0402,44031105204020052042001,4403110520402005204,深圳市龙华区滢水山庄一区5栋2单元4楼0402室
5栋,2单元,5楼,0501,44031105205010052051001,4403110520501005205,深圳市龙华区滢水山庄一区5栋2单元5楼0501室
5栋,2单元,5楼,0502,44031105205020052052001,4403110520502005205,深圳市龙华区滢水山庄一区5栋2单元5楼0502室
5栋,2单元,6楼,0601,44031105206010052061001,4403110520601005206,深圳市龙华区滢水山庄一区5栋2单元6楼0601室
5栋,2单元,6楼,0602,44031105206020052062001,4403110520602005206,深圳市龙华区滢水山庄一区5栋2单元6楼0602室
5栋,2单元,7楼,0701,44031105207010052071001,4403110520701005207,深圳市龙华区滢水山庄一区5栋2单元7楼0701室
5栋,2单元,7楼,0702,44031105207020052072001,4403110520702005207,深圳市龙华区滢水山庄一区5栋2单元7楼0702室
5栋,2单元,8楼,0801,44031105208010052081001,4403110520801005208,深圳市龙华区滢水山庄一区5栋2单元8楼0801室
5栋,2单元,8楼,0802,44031105208020052082001,4403110520802005208,深圳市龙华区滢水山庄一区5栋2单元8楼0802室
5栋,3单元,1楼,0101,44031105301010053011001,4403110530101005301,深圳市龙华区滢水山庄一区5栋3单元1楼0101室
5栋,3单元,1楼,0102,44031105301020053012001,4403110530102005301,深圳市龙华区滢水山庄一区5栋3单元1楼0102室
5栋,3单元,2楼,0201,44031105302010053021001,4403110530201005302,深圳市龙华区滢水山庄一区5栋3单元2楼0201室
5栋,3单元,2楼,0202,44031105302020053022001,4403110530202005302,深圳市龙华区滢水山庄一区5栋3单元2楼0202室
